Master_Collection,Department_Number,Vendor_Number,VendorColor,Color_Code,Total_Inventory,Fabric,Color,Type,Factory Status,Factory Continent
TAITE,5700,8219,8219WXTS,WXTS,3333.9,PERENNIALS PERFORMANCE TEXTURED TWO-TONE LINEN,DUNE,FABRIC,Active,NORTH AMERICA
1950S ITALIAN SHELTER,5700,8219,8219WXTS,WXTS,3333.9,PERENNIALS PERFORMANCE TEXTURED TWO-TONE LINEN,DUNE,FABRIC,Active,NORTH AMERICA
FLORENT,5700,8219,8219WXTS,WXTS,3333.9,PERENNIALS PERFORMANCE TEXTURED TWO-TONE LINEN,DUNE,FABRIC,Active,NORTH AMERICA
LECCO,5700,8219,8219WXTS,WXTS,3333.9,PERENNIALS PERFORMANCE TEXTURED TWO-TONE LINEN,DUNE,FABRIC,Active,NORTH AMERICA
DREW,5700,8219,8219WXWT,WXWT,4294.46,PERENNIALS PERFORMANCE TEXTURED TWO-TONE LINEN,WHITE,FABRIC,Active,NORTH AMERICA
ARDEN,5700,8219,8219WXWT,WXWT,4294.46,PERENNIALS PERFORMANCE TEXTURED TWO-TONE LINEN,WHITE,FABRIC,Active,NORTH AMERICA
RIVELLI,5700,8219,8219WXWT,WXWT,4294.46,PERENNIALS PERFORMANCE TEXTURED TWO-TONE LINEN,WHITE,FABRIC,Active,NORTH AMERICA
COPENHAGEN,5700,8219,8219WXWT,WXWT,4294.46,PERENNIALS PERFORMANCE TEXTURED TWO-TONE LINEN,WHITE,FABRIC,Active,NORTH AMERICA
TAITE,5700,8219,8219WXWT,WXWT,4294.46,PERENNIALS PERFORMANCE TEXTURED TWO-TONE LINEN,WHITE,FABRIC,Active,NORTH AMERICA
1950S ITALIAN SHELTER,5700,8219,8219WXWT,WXWT,4294.46,PERENNIALS PERFORMANCE TEXTURED TWO-TONE LINEN,WHITE,FABRIC,Active,NORTH AMERICA
FLORENT,5700,8219,8219WXWT,WXWT,4294.46,PERENNIALS PERFORMANCE TEXTURED TWO-TONE LINEN,WHITE,FABRIC,Active,NORTH AMERICA
LECCO,5700,8219,8219WXWT,WXWT,4294.46,PERENNIALS PERFORMANCE TEXTURED TWO-TONE LINEN,WHITE,FABRIC,Active,NORTH AMERICA
ONDE,5700,8463,8463BBBK,BBBK,242,PERFORMANCE BOUCLE,BLACK,FABRIC,Active,EUROPE
ONDE,5700,8463,8463BBDV,BBDV,5247,PERFORMANCE BOUCLE,DOVE,FABRIC,Active,EUROPE
ONDE,5700,8463,8463BBFG,BBFG,614,PERFORMANCE BOUCLE,FOG,FABRIC,Active,EUROPE
ONDE,5700,8463,8463BBLA,BBLA,2460,PERFORMANCE BOUCLE,LATTE,FABRIC,Active,EUROPE
ONDE,5700,8463,8463BBMC,BBMC,1652,PERFORMANCE BOUCLE,MOCHACCINO,FABRIC,Active,EUROPE
ONDE,5700,8463,8463BBMG,BBMG,2657,PERFORMANCE BOUCLE,MEDIUM GREEN,FABRIC,Active,EUROPE
ONDE,5700,8463,8463BBNA,BBNA,6108,PERFORMANCE BOUCLE,NATURAL,FABRIC,Active,EUROPE
ONDE,5700,8463,8463BBSN,BBSN,6907,PERFORMANCE BOUCLE,SAND,FABRIC,Active,EUROPE
ONDE,5700,8463,8463BTBK,BTBK,383,HOLLAND & SHERRY WOOL TWILL,BLACK,FABRIC,Active,EUROPE
ONDE,5700,8463,8463BTBZ,BTBZ,2919,HOLLAND & SHERRY WOOL TWILL,BURNT CARAMEL,FABRIC,Active,EUROPE
ONDE,5700,8463,8463BTCG,BTCG,1349,HOLLAND & SHERRY WOOL TWILL,CARBON,FABRIC,Active,EUROPE
ONDE,5700,8463,8463BTCL,BTCL,1433,HOLLAND & SHERRY WOOL TWILL,CAMEL,FABRIC,Active,EUROPE
ONDE,5700,8463,8463BTDV,BTDV,3183,HOLLAND & SHERRY WOOL TWILL,DOVE,FABRIC,Active,EUROPE
ONDE,5700,8463,8463BTLT,BTLT,140,HOLLAND & SHERRY WOOL TWILL,LATTE,FABRIC,Active,EUROPE
ONDE,5700,8463,8463BTMC,BTMC,848,HOLLAND & SHERRY WOOL TWILL,MOCHACCINO,FABRIC,Active,EUROPE
ONDE,5700,8463,8463BTNT,BTNT,3190,HOLLAND & SHERRY WOOL TWILL,NATURAL,FABRIC,Active,EUROPE
ONDE,5700,8463,8463BTSD,BTSD,1314,HOLLAND & SHERRY WOOL TWILL,SAND,FABRIC,Active,EUROPE
ONDE,5700,8463,8463BTSG,BTSG,1024,HOLLAND & SHERRY WOOL TWILL,NICKEL,FABRIC,Active,EUROPE
ONDE,5700,8463,8463BTWT,BTWT,691,HOLLAND & SHERRY WOOL TWILL,WHITE,FABRIC,Active,EUROPE
ONDE,5700,8463,8463BUBK,BUBK,371,PERFORMANCE BOUCLE,BLACK,FABRIC,Active,EUROPE
ONDE,5700,8463,8463BUDV,BUDV,294,PERFORMANCE BOUCLE,DOVE,FABRIC,Active,EUROPE
ONDE,5700,8463,8463BULA,BULA,326,PERFORMANCE BOUCLE,LATTE,FABRIC,Active,EUROPE
